fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-01-29,AA,AA,AA,2218,AA,N93003,2218,11298,DFW,"Dallas/Fort Worth, TX",15016,STL,"St. Louis, MO",1442,1441,-1,11,1452,1613,3,1618,1616,-2,0,,0,N,96,95,81,1,550,,,,,,,,,
2019-10-19,AA,AA_CODESHARE,AA,5792,YV,N914FJ,5792,11298,DFW,"Dallas/Fort Worth, TX",12191,HOU,"Houston, TX",1020,1030,10,33,1103,1532,19,1133,1551,,0,,1,N,73,,,1,247,,,,,,,,,
2018-05-06,WN,WN,WN,2536,WN,N474WN,2536,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",525,525,0,7,532,624,4,635,628,-7,0,,0,N,70,63,52,1,236,,,,,,,,,
2019-06-23,DL,DL,DL,1362,DL,N826MH,1362,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",2355,2356,1,34,30,821,10,834,831,-3,0,,0,N,339,335,291,1,2475,,,,,,,,,
2019-04-28,WN,WN,WN,2319,WN,N7712G,2319,13198,MCI,"Kansas City, MO",12889,LAS,"Las Vegas, NV",2215,2209,-6,11,2220,2308,4,2315,2312,-3,0,,0,N,180,183,168,1,1139,,,,,,,,,
2018-08-05,DL,DL_CODESHARE,DL,4839,OO,N912EV,4839,13487,MSP,"Minneapolis, MN",11637,FAR,"Fargo, ND",1250,1249,-1,15,1304,1345,41,1400,1426,26,0,,0,N,70,97,41,1,223,0,0,26,0,0,,,,
2018-12-13,AA,AA,AA,2425,AA,N918AN,2425,11298,DFW,"Dallas/Fort Worth, TX",14262,PSP,"Palm Springs, CA",855,852,-3,18,910,938,5,1007,943,-24,0,,0,N,192,171,148,1,1126,,,,,,,,,
2019-07-10,WN,WN,WN,679,WN,N8526W,679,10140,ABQ,"Albuquerque, NM",10821,BWI,"Baltimore, MD",625,625,0,8,633,1154,3,1210,1157,-13,0,,0,N,225,212,201,1,1670,,,,,,,,,
2019-02-08,UA,UA_CODESHARE,UA,5550,OO,N133SY,5550,15919,XNA,"Fayetteville, AR",14771,SFO,"San Francisco, CA",725,1214,289,24,1238,1435,4,954,1439,285,0,,0,N,269,265,237,1,1550,285,0,0,0,0,,,,
2018-03-01,DL,DL,DL,1156,DL,N874DN,1156,14057,PDX,"Portland, OR",10397,ATL,"Atlanta, GA",630,630,0,13,643,1353,8,1413,1401,-12,0,,0,N,283,271,250,1,2172,,,,,,,,,
2018-12-20,AA,AA_CODESHARE,AA,4860,PT,N626AE,4860,14100,PHL,"Philadelphia, PA",14098,PHF,"Newport News/Williamsburg, VA",2039,2138,59,20,2158,2245,6,2153,2251,58,0,,0,N,74,73,47,1,201,0,4,0,0,54,,,,
2019-04-23,HA,HA,HA,17,HA,N391HA,17,12889,LAS,"Las Vegas, NV",12173,HNL,"Honolulu, HI",155,221,26,16,237,513,9,515,522,7,0,,0,N,380,361,336,1,2762,,,,,,,,,
2019-05-01,AA,AA,AA,2674,AA,N991AN,2674,13303,MIA,"Miami, FL",14679,SAN,"San Diego, CA",2005,2039,34,15,2054,2242,12,2246,2254,8,0,,0,N,341,315,288,1,2267,,,,,,,,,
2019-06-29,UA,UA,UA,495,UA,N1902U,495,12264,IAD,"Washington, DC",13495,MSY,"New Orleans, LA",1715,1717,2,41,1758,1906,5,1903,1911,8,0,,0,N,168,174,128,1,955,,,,,,,,,
2018-06-25,DL,DL,DL,1562,DL,N974AT,1562,11433,DTW,"Detroit, MI",14492,RDU,"Raleigh/Durham, NC",1012,1005,-7,9,1014,1127,5,1153,1132,-21,0,,0,N,101,87,73,1,501,,,,,,,,,
2019-08-27,AA,AA_CODESHARE,AA,5298,OH,N551NN,5298,14193,PNS,"Pensacola, FL",11057,CLT,"Charlotte, NC",1247,1330,43,22,1352,1608,12,1535,1620,45,0,,0,N,108,110,76,1,488,11,0,2,0,32,,,,
2018-08-08,AS,AS,AS,1490,AS,N852VA,1490,12892,LAX,"Los Angeles, CA",12889,LAS,"Las Vegas, NV",1951,2015,24,27,2042,2131,6,2110,2137,27,0,,0,N,79,82,49,1,236,0,0,7,0,20,,,,
2018-12-09,WN,WN,WN,4729,WN,N277WN,4729,13796,OAK,"Oakland, CA",12892,LAX,"Los Angeles, CA",1000,958,-2,14,1012,1106,8,1125,1114,-11,0,,0,N,85,76,54,1,337,,,,,,,,,
2018-10-18,AA,AA_CODESHARE,AA,3324,MQ,N238NN,3324,11298,DFW,"Dallas/Fort Worth, TX",14193,PNS,"Pensacola, FL",1020,1019,-1,19,1038,1205,4,1208,1209,1,0,,0,N,108,110,87,1,604,,,,,,,,,
2018-01-21,DL,DL,DL,1347,DL,N312DN,1347,12892,LAX,"Los Angeles, CA",13487,MSP,"Minneapolis, MN",1315,1312,-3,14,1326,1834,6,1902,1840,-22,0,,0,N,227,208,188,1,1535,,,,,,,,,
2018-10-14,WN,WN,WN,2691,WN,N497WN,2691,14307,PVD,"Providence, RI",13232,MDW,"Chicago, IL",625,623,-2,12,635,747,4,755,751,-4,0,,0,N,150,148,132,1,842,,,,,,,,,
2018-06-26,UA,UA,UA,2216,UA,N846UA,2216,11298,DFW,"Dallas/Fort Worth, TX",11292,DEN,"Denver, CO",1330,1330,0,14,1344,1413,5,1428,1418,-10,0,,0,N,118,108,89,1,641,,,,,,,,,
2018-06-25,AA,AA_CODESHARE,AA,4304,AX,N612AE,4304,11278,DCA,"Washington, DC",12884,LAN,"Lansing, MI",1715,1655,-20,56,1751,1906,2,1900,1908,8,0,,0,N,105,133,75,1,479,,,,,,,,,
2019-02-12,UA,UA,UA,1258,UA,N68453,1258,11292,DEN,"Denver, CO",13930,ORD,"Chicago, IL",2035,2030,-5,12,2042,2334,14,2354,2348,-6,0,,0,N,139,138,112,1,888,,,,,,,,,
2018-02-19,F9,F9,F9,1675,F9,N943FR,1675,14100,PHL,"Philadelphia, PA",13204,MCO,"Orlando, FL",1953,1959,6,15,2014,2210,19,2248,2229,-19,0,,0,N,175,150,116,1,861,,,,,,,,,
2018-02-17,AA,AA_CODESHARE,AA,3423,MQ,N836AE,3423,12953,LGA,"New York, NY",11066,CMH,"Columbus, OH",1105,1114,9,18,1132,1303,6,1311,1309,-2,0,,0,N,126,115,91,1,479,,,,,,,,,
2018-01-25,WN,WN,WN,465,WN,N463WN,465,10397,ATL,"Atlanta, GA",15304,TPA,"Tampa, FL",1335,1333,-2,11,1344,1447,3,1455,1450,-5,0,,0,N,80,77,63,1,406,,,,,,,,,
2018-08-17,AA,AA_CODESHARE,AA,5745,YV,N243LR,5745,14730,SDF,"Louisville, KY",11298,DFW,"Dallas/Fort Worth, TX",631,631,0,3,634,722,13,749,735,-14,0,,0,N,138,124,108,1,733,,,,,,,,,
2018-01-20,DL,DL_CODESHARE,DL,3639,9E,N135EV,3639,12953,LGA,"New York, NY",11193,CVG,"Cincinnati, OH",1600,1555,-5,18,1613,1749,5,1822,1754,-28,0,,0,N,142,119,96,1,585,,,,,,,,,
2019-12-17,B6,B6,B6,427,B6,N316JB,427,10721,BOS,"Boston, MA",10821,BWI,"Baltimore, MD",830,920,50,111,1111,1227,7,1001,1234,153,0,,0,N,91,194,76,1,369,50,0,103,0,0,,,,
2018-10-02,DL,DL,DL,548,DL,N323US,548,13487,MSP,"Minneapolis, MN",15304,TPA,"Tampa, FL",905,901,-4,16,917,1251,4,1316,1255,-21,0,,0,N,191,174,154,1,1306,,,,,,,,,
2019-12-03,WN,WN,WN,2272,WN,N7868K,2272,10397,ATL,"Atlanta, GA",14524,RIC,"Richmond, VA",2205,2218,13,12,2230,2336,4,2330,2340,10,0,,0,N,85,82,66,1,481,,,,,,,,,
2018-03-06,UA,UA,UA,334,UA,N852UA,334,14679,SAN,"San Diego, CA",14771,SFO,"San Francisco, CA",1015,1010,-5,22,1032,1139,5,1157,1144,-13,0,,0,N,102,94,67,1,447,,,,,,,,,
2018-03-27,B6,B6,B6,892,B6,N283JB,892,15304,TPA,"Tampa, FL",10721,BOS,"Boston, MA",1200,1144,-16,10,1154,1433,3,1459,1436,-23,0,,0,N,179,172,159,1,1185,,,,,,,,,
2018-08-27,UA,UA,UA,465,UA,N482UA,465,11292,DEN,"Denver, CO",10620,BIL,"Billings, MT",2024,2052,28,11,2103,2205,3,2152,2208,16,0,,0,N,88,76,62,1,455,0,0,0,0,16,,,,
2019-04-11,UA,UA_CODESHARE,UA,4876,ZW,N459AW,4876,13930,ORD,"Chicago, IL",11977,GRB,"Green Bay, WI",2125,2120,-5,46,2206,2237,8,2230,2245,15,0,,0,N,65,85,31,1,174,0,0,15,0,0,,,,
2018-08-28,UA,UA_CODESHARE,UA,5351,OO,N208SY,5351,13930,ORD,"Chicago, IL",11433,DTW,"Detroit, MI",1757,2029,152,25,2054,2241,9,2027,2250,143,0,,0,N,90,81,47,1,235,0,0,0,0,143,,,,
2018-03-10,WN,WN,WN,2198,WN,N446WN,2198,15016,STL,"St. Louis, MO",12992,LIT,"Little Rock, AR",905,900,-5,10,910,955,3,1010,958,-12,0,,0,N,65,58,45,1,296,,,,,,,,,
2018-05-30,WN,WN,WN,320,WN,N468WN,320,10821,BWI,"Baltimore, MD",13198,MCI,"Kansas City, MO",2040,2035,-5,32,2107,2219,5,2225,2224,-1,0,,0,N,165,169,132,1,967,,,,,,,,,
2018-12-10,B6,B6,B6,393,B6,N524JB,393,12478,JFK,"New York, NY",11252,DAB,"Daytona Beach, FL",829,833,4,19,852,1113,4,1119,1117,-2,0,,0,N,170,164,141,1,891,,,,,,,,,
2019-04-02,AS,AS,AS,712,AS,N459AS,712,14771,SFO,"San Francisco, CA",12889,LAS,"Las Vegas, NV",1320,1343,23,15,1358,1503,5,1455,1508,13,0,,0,N,95,85,65,1,414,,,,,,,,,
2019-07-20,B6,B6,B6,816,B6,N228JB,816,10792,BUF,"Buffalo, NY",10721,BOS,"Boston, MA",902,856,-6,9,905,1004,4,1022,1008,-14,0,,0,N,80,72,59,1,395,,,,,,,,,
2019-07-18,DL,DL_CODESHARE,DL,5886,YX,N208JQ,5886,15016,STL,"St. Louis, MO",12953,LGA,"New York, NY",1659,1740,41,6,1746,2046,20,2036,2106,30,0,,0,N,157,146,120,1,888,0,0,15,0,15,,,,
2019-01-29,UA,UA,UA,2103,UA,N12221,2103,12266,IAH,"Houston, TX",13204,MCO,"Orlando, FL",2024,2023,-1,15,2038,2314,6,2339,2320,-19,0,,0,N,135,117,96,1,854,,,,,,,,,
2019-01-31,UA,UA,UA,748,UA,,748,13930,ORD,"Chicago, IL",12266,IAH,"Houston, TX",750,,,,,,,1046,,,1,B,0,N,176,,,1,925,,,,,,,,,
2018-04-13,DL,DL,DL,2541,DL,N913DL,2541,11423,DSM,"Des Moines, IA",10397,ATL,"Atlanta, GA",1140,1143,3,13,1156,1438,6,1438,1444,6,0,,0,N,118,121,102,1,743,,,,,,,,,
2018-10-11,B6,B6,B6,741,B6,N599JB,741,10721,BOS,"Boston, MA",14986,SRQ,"Sarasota/Bradenton, FL",1129,1120,-9,15,1135,1428,5,1445,1433,-12,0,,0,N,196,193,173,1,1220,,,,,,,,,
2018-09-26,AS,AS_CODESHARE,AS,2274,QX,N448QX,2274,14057,PDX,"Portland, OR",14747,SEA,"Seattle, WA",1615,1608,-7,17,1625,1657,5,1705,1702,-3,0,,0,N,50,54,32,1,129,,,,,,,,,
2018-04-11,WN,WN,WN,985,WN,N777QC,985,14107,PHX,"Phoenix, AZ",11259,DAL,"Dallas, TX",1455,1514,19,6,1520,1912,3,1910,1915,5,0,,0,N,135,121,112,1,879,,,,,,,,,
2019-03-29,AS,AS_CODESHARE,AS,2046,QX,N638QX,2046,14747,SEA,"Seattle, WA",11259,DAL,"Dallas, TX",725,721,-4,10,731,1304,4,1330,1308,-22,0,,0,N,245,227,213,1,1670,,,,,,,,,
2019-10-07,DL,DL,DL,1272,DL,N951AT,1272,11433,DTW,"Detroit, MI",13244,MEM,"Memphis, TN",2022,2015,-7,11,2026,2057,3,2120,2100,-20,0,,0,N,118,105,91,1,610,,,,,,,,,
2019-05-29,WN,WN,WN,2193,WN,N480WN,2193,13204,MCO,"Orlando, FL",14492,RDU,"Raleigh/Durham, NC",1155,1155,0,11,1206,1329,3,1340,1332,-8,0,,0,N,105,97,83,1,534,,,,,,,,,
2019-05-24,HA,HA,HA,301,HA,N484HA,301,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1529,1530,1,7,1537,1611,6,1623,1617,-6,0,,0,N,54,47,34,1,216,,,,,,,,,
2019-12-27,WN,WN,WN,2229,WN,N7816B,2229,13244,MEM,"Memphis, TN",10821,BWI,"Baltimore, MD",1635,1701,26,7,1708,1944,2,1935,1946,11,0,,0,N,120,105,96,1,787,,,,,,,,,
2019-09-30,AA,AA,AA,690,AA,N575UW,690,11057,CLT,"Charlotte, NC",14107,PHX,"Phoenix, AZ",950,942,-8,33,1015,1103,8,1125,1111,-14,0,,0,N,275,269,228,1,1773,,,,,,,,,
2018-09-29,WN,WN,WN,3866,WN,N402WN,3866,15016,STL,"St. Louis, MO",12992,LIT,"Little Rock, AR",855,854,-1,16,910,955,4,955,959,4,0,,0,N,60,65,45,1,296,,,,,,,,,
2018-12-26,AA,AA_CODESHARE,AA,4183,MQ,N923AE,4183,13930,ORD,"Chicago, IL",13076,LSE,"La Crosse, WI",1641,1643,2,18,1701,1743,6,1755,1749,-6,0,,0,N,74,66,42,1,215,,,,,,,,,
2019-08-05,AA,AA_CODESHARE,AA,5827,YV,N955LR,5827,11298,DFW,"Dallas/Fort Worth, TX",13256,MFE,"Mission/McAllen/Edinburg, TX",1555,1611,16,12,1623,1730,3,1724,1733,9,0,,0,N,89,82,67,1,469,,,,,,,,,
2019-01-29,WN,WN,WN,1088,WN,N8644C,1088,10821,BWI,"Baltimore, MD",15304,TPA,"Tampa, FL",1600,1616,16,36,1652,1901,6,1835,1907,32,0,,0,N,155,171,129,1,842,16,0,16,0,0,,,,
2019-11-14,HA,HA,HA,377,HA,N495HA,377,12758,KOA,"Kona, HI",12173,HNL,"Honolulu, HI",1754,1748,-6,11,1759,1829,6,1842,1835,-7,0,,0,N,48,47,30,1,163,,,,,,,,,
2018-03-05,DL,DL,DL,2495,DL,N986AT,2495,11995,GSO,"Greensboro/High Point, NC",10397,ATL,"Atlanta, GA",530,525,-5,10,535,623,5,649,628,-21,0,,0,N,79,63,48,1,306,,,,,,,,,
2018-07-09,WN,WN,WN,1761,WN,N8668A,1761,14683,SAT,"San Antonio, TX",11292,DEN,"Denver, CO",1940,1937,-3,8,1945,2030,4,2100,2034,-26,0,,0,N,140,117,105,1,794,,,,,,,,,
2019-07-21,AA,AA_CODESHARE,AA,5392,OH,N523AE,5392,14814,SHV,"Shreveport, LA",11057,CLT,"Charlotte, NC",702,659,-3,10,709,1003,20,1027,1023,-4,0,,0,N,145,144,114,1,764,,,,,,,,,
2019-08-11,WN,WN,WN,4705,WN,N242WN,4705,10800,BUR,"Burbank, CA",14107,PHX,"Phoenix, AZ",1115,1114,-1,12,1126,1223,4,1240,1227,-13,0,,0,N,85,73,57,1,369,,,,,,,,,
2018-06-27,WN,WN,WN,1536,WN,N8661A,1536,11433,DTW,"Detroit, MI",14107,PHX,"Phoenix, AZ",1740,1743,3,7,1750,1821,6,1855,1827,-28,0,,0,N,255,224,211,1,1671,,,,,,,,,
2019-06-23,AA,AA,AA,1156,AA,N944NN,1156,13930,ORD,"Chicago, IL",14831,SJC,"San Jose, CA",1705,1705,0,20,1725,1925,3,1938,1928,-10,0,,0,N,273,263,240,1,1829,,,,,,,,,
2019-11-12,WN,WN,WN,1351,WN,N8668A,1351,10397,ATL,"Atlanta, GA",11292,DEN,"Denver, CO",935,932,-3,13,945,1041,7,1105,1048,-17,0,,0,N,210,196,176,1,1199,,,,,,,,,
2018-09-27,NK,NK,NK,357,NK,N687NK,357,13930,ORD,"Chicago, IL",12889,LAS,"Las Vegas, NV",740,736,-4,14,750,906,8,939,914,-25,0,,0,N,239,218,196,1,1514,,,,,,,,,
2019-10-11,DL,DL,DL,1649,DL,N897DN,1649,12892,LAX,"Los Angeles, CA",13204,MCO,"Orlando, FL",1510,1509,-1,11,1520,2230,9,2255,2239,-16,0,,0,N,285,270,250,1,2218,,,,,,,,,
2019-10-02,DL,DL_CODESHARE,DL,5001,9E,N903XJ,5001,10397,ATL,"Atlanta, GA",10781,BTR,"Baton Rouge, LA",1055,1049,-6,25,1114,1114,4,1130,1118,-12,0,,0,N,95,89,60,1,448,,,,,,,,,
2019-08-03,AA,AA_CODESHARE,AA,3807,MQ,N662EH,3807,11337,DLH,"Duluth, MN",13930,ORD,"Chicago, IL",603,603,0,14,617,724,16,751,740,-11,0,,0,N,108,97,67,1,397,,,,,,,,,
2019-04-30,UA,UA_CODESHARE,UA,4774,AX,N835HK,4774,13930,ORD,"Chicago, IL",11996,GSP,"Greer, SC",1400,1417,17,68,1525,1751,3,1700,1754,54,0,,0,N,120,157,86,1,577,17,0,37,0,0,,,,
2019-09-20,DL,DL,DL,1971,DL,N904DE,1971,10994,CHS,"Charleston, SC",10397,ATL,"Atlanta, GA",1955,1948,-7,16,2004,2048,12,2113,2100,-13,0,,0,N,78,72,44,1,259,,,,,,,,,
2018-09-19,DL,DL,DL,2439,DL,N909DA,2439,11252,DAB,"Daytona Beach, FL",10397,ATL,"Atlanta, GA",1725,1723,-2,9,1732,1827,10,1853,1837,-16,0,,0,N,88,74,55,1,366,,,,,,,,,
2019-10-11,DL,DL_CODESHARE,DL,5396,9E,N305PQ,5396,12945,LEX,"Lexington, KY",10397,ATL,"Atlanta, GA",1935,1930,-5,19,1949,2051,11,2110,2102,-8,0,,0,N,95,92,62,1,304,,,,,,,,,
2019-10-08,UA,UA,UA,448,UA,N57869,448,10721,BOS,"Boston, MA",11292,DEN,"Denver, CO",1520,1518,-2,10,1528,1716,13,1747,1729,-18,0,,0,N,267,251,228,1,1754,,,,,,,,,
2019-10-07,WN,WN,WN,972,WN,N954WN,972,10821,BWI,"Baltimore, MD",13232,MDW,"Chicago, IL",1825,1851,26,12,1903,1934,4,1930,1938,8,0,,0,N,125,107,91,1,611,,,,,,,,,
2019-04-18,WN,WN,WN,1769,WN,N8576Z,1769,15304,TPA,"Tampa, FL",14107,PHX,"Phoenix, AZ",1910,1920,10,10,1930,2035,8,2045,2043,-2,0,,0,N,275,263,245,1,1788,,,,,,,,,
2018-04-09,AA,AA_CODESHARE,AA,4660,YX,N126HQ,4660,10693,BNA,"Nashville, TN",14100,PHL,"Philadelphia, PA",1201,1204,3,17,1221,1450,8,1505,1458,-7,0,,0,N,124,114,89,1,675,,,,,,,,,
2018-10-27,AA,AA_CODESHARE,AA,2889,EV,N600QX,2889,11481,ECP,"Panama City, FL",11298,DFW,"Dallas/Fort Worth, TX",701,747,46,12,759,945,6,920,951,31,0,,0,N,139,124,106,1,685,31,0,0,0,0,,,,
2019-08-13,UA,UA,UA,1579,UA,N75426,1579,11618,EWR,"Newark, NJ",12889,LAS,"Las Vegas, NV",1855,1907,12,43,1950,2145,6,2127,2151,24,0,,0,N,332,344,295,1,2227,0,0,12,0,12,,,,
2018-02-24,DL,DL_CODESHARE,DL,3427,9E,N835AY,3427,13931,ORF,"Norfolk, VA",11433,DTW,"Detroit, MI",1630,1620,-10,9,1629,1754,10,1835,1804,-31,0,,0,N,125,104,85,1,529,,,,,,,,,
2018-08-23,B6,B6,B6,426,B6,N597JB,426,15304,TPA,"Tampa, FL",12478,JFK,"New York, NY",1809,1824,15,20,1844,2100,7,2100,2107,7,0,,0,N,171,163,136,1,1005,,,,,,,,,
2019-06-11,AA,AA,AA,1428,AA,N969TW,1428,13198,MCI,"Kansas City, MO",11298,DFW,"Dallas/Fort Worth, TX",1307,1340,33,7,1347,1455,13,1445,1508,23,0,,0,N,98,88,68,1,460,0,0,0,0,23,,,,
2019-08-16,DL,DL,DL,1206,DL,N695DL,1206,12892,LAX,"Los Angeles, CA",10397,ATL,"Atlanta, GA",1340,1347,7,13,1400,2035,5,2115,2040,-35,0,,0,N,275,233,215,1,1947,,,,,,,,,
2018-12-01,DL,DL,DL,2689,DL,N343DN,2689,10397,ATL,"Atlanta, GA",13303,MIA,"Miami, FL",1746,1745,-1,22,1807,1949,16,1939,2005,26,0,,0,N,113,140,102,1,594,0,0,26,0,0,,,,
2019-12-19,UA,UA_CODESHARE,UA,5820,OO,N780SK,5820,10372,ASE,"Aspen, CO",12266,IAH,"Houston, TX",1348,1335,-13,20,1355,1658,8,1725,1706,-19,0,,0,N,157,151,123,1,913,,,,,,,,,
2018-04-12,F9,F9,F9,1088,F9,N216FR,1088,12889,LAS,"Las Vegas, NV",11109,COS,"Colorado Springs, CO",909,859,-10,9,908,1127,8,1204,1135,-29,0,,0,N,115,96,79,1,604,,,,,,,,,
2019-07-14,DL,DL_CODESHARE,DL,5110,9E,N923XJ,5110,11433,DTW,"Detroit, MI",14321,PWM,"Portland, ME",1440,1435,-5,12,1447,1611,4,1639,1615,-24,0,,0,N,119,100,84,1,668,,,,,,,,,
2019-04-20,AA,AA,AA,2856,AA,N961NN,2856,10821,BWI,"Baltimore, MD",13930,ORD,"Chicago, IL",917,944,27,14,958,1038,13,1039,1051,12,0,,0,N,142,127,100,1,621,,,,,,913.0,17,17,
2019-01-17,AS,AS_CODESHARE,AS,2460,QX,N624QX,2460,15023,STS,"Santa Rosa, CA",14057,PDX,"Portland, OR",1430,1439,9,14,1453,1611,3,1610,1614,4,0,,0,N,100,95,78,1,489,,,,,,,,,
2018-12-28,WN,WN,WN,5597,WN,N219WN,5597,13851,OKC,"Oklahoma City, OK",14107,PHX,"Phoenix, AZ",500,502,2,23,525,626,7,635,633,-2,0,,0,N,155,151,121,1,833,,,,,,,,,
2018-10-23,UA,UA,UA,660,UA,N63890,660,12892,LAX,"Los Angeles, CA",13930,ORD,"Chicago, IL",2320,2311,-9,13,2324,440,6,511,446,-25,0,,0,N,231,215,196,1,1744,,,,,,,,,
2019-11-24,UA,UA_CODESHARE,UA,5359,OO,N955SW,5359,10713,BOI,"Boise, ID",14771,SFO,"San Francisco, CA",1240,1236,-4,13,1249,1314,7,1340,1321,-19,0,,0,N,120,105,85,1,522,,,,,,,,,
2019-07-16,UA,UA_CODESHARE,UA,4863,ZW,N465AW,4863,13930,ORD,"Chicago, IL",13342,MKE,"Milwaukee, WI",2145,2141,-4,21,2202,2223,6,2236,2229,-7,0,,0,N,51,48,21,1,67,,,,,,,,,
2019-03-08,AS,AS,AS,807,AS,N434AS,807,14747,SEA,"Seattle, WA",12758,KOA,"Kona, HI",1755,1754,-1,27,1821,2144,18,2230,2202,-28,0,,0,N,395,368,323,1,2688,,,,,,,,,
2019-01-11,NK,NK,NK,912,NK,N651NK,912,13204,MCO,"Orlando, FL",13930,ORD,"Chicago, IL",1544,1547,3,11,1558,1723,13,1745,1736,-9,0,,0,N,181,169,145,1,1005,,,,,,,,,
2018-07-29,WN,WN,WN,3357,WN,N7814B,3357,12892,LAX,"Los Angeles, CA",14107,PHX,"Phoenix, AZ",1805,1817,12,15,1832,1932,4,1930,1936,6,0,,0,N,85,79,60,1,370,,,,,,,,,
2019-03-24,AA,AA_CODESHARE,AA,3856,MQ,N816AE,3856,15048,SUX,"Sioux City, IA",11298,DFW,"Dallas/Fort Worth, TX",1456,1450,-6,8,1458,1636,9,1706,1645,-21,0,,0,N,130,115,98,1,657,,,,,,,,,
2019-06-05,DL,DL_CODESHARE,DL,5439,9E,N676CA,5439,10397,ATL,"Atlanta, GA",11721,FNT,"Flint, MI",1509,1507,-2,28,1535,1707,3,1713,1710,-3,0,,0,N,124,123,92,1,645,,,,,,,,,
2018-08-26,WN,WN,WN,4908,WN,N439WN,4908,10821,BWI,"Baltimore, MD",10994,CHS,"Charleston, SC",1920,1915,-5,20,1935,2039,6,2055,2045,-10,0,,0,N,95,90,64,1,472,,,,,,,,,
2018-08-02,WN,WN,WN,1434,WN,N923WN,1434,13851,OKC,"Oklahoma City, OK",15016,STL,"St. Louis, MO",600,557,-3,8,605,708,3,720,711,-9,0,,0,N,80,74,63,1,462,,,,,,,,,
2018-06-07,AA,AA,AA,1892,AA,N955UW,1892,14100,PHL,"Philadelphia, PA",12266,IAH,"Houston, TX",2020,2016,-4,16,2032,2212,11,2254,2223,-31,0,,0,N,214,187,160,1,1325,,,,,,,,,
2018-02-09,UA,UA_CODESHARE,UA,4847,C5,N14162,4847,12451,JAX,"Jacksonville, FL",11618,EWR,"Newark, NJ",1430,1421,-9,23,1444,1656,15,1657,1711,14,0,,0,N,147,170,132,1,820,,,,,,,,,
2019-09-17,UA,UA,UA,1094,UA,N25705,1094,12266,IAH,"Houston, TX",13158,MAF,"Midland/Odessa, TX",2145,2144,-1,14,2158,2259,2,2311,2301,-10,0,,0,N,86,77,61,1,429,,,,,,,,,
2018-04-07,UA,UA_CODESHARE,UA,5895,OO,N782SK,5895,12892,LAX,"Los Angeles, CA",10372,ASE,"Aspen, CO",955,944,-11,21,1005,1235,19,1311,1254,-17,0,,0,N,136,130,90,1,737,,,,,,,,,
2018-08-03,WN,WN,WN,1449,WN,N961WN,1449,10693,BNA,"Nashville, TN",13232,MDW,"Chicago, IL",635,636,1,9,645,751,3,800,754,-6,0,,0,N,85,78,66,1,395,,,,,,,,,
2019-04-23,DL,DL,DL,1205,DL,N969DL,1205,12339,IND,"Indianapolis, IN",10397,ATL,"Atlanta, GA",1318,1309,-9,11,1320,1426,7,1454,1433,-21,0,,0,N,96,84,66,1,432,,,,,,,,,
2018-08-09,AA,AA_CODESHARE,AA,4040,MQ,N908AE,4040,13061,LRD,"Laredo, TX",11298,DFW,"Dallas/Fort Worth, TX",1611,1603,-8,14,1617,1721,16,1745,1737,-8,0,,0,N,94,94,64,1,396,,,,,,,,,
2018-09-04,B6,B6,B6,1634,B6,N563JB,1634,12478,JFK,"New York, NY",10785,BTV,"Burlington, VT",909,859,-10,14,913,955,3,1027,958,-29,0,,0,N,78,59,42,1,266,,,,,,,,,
2018-02-08,WN,WN,WN,1963,WN,N8529Z,1963,14122,PIT,"Pittsburgh, PA",11697,FLL,"Fort Lauderdale, FL",530,529,-1,26,555,820,3,820,823,3,0,,0,N,170,174,145,1,994,,,,,,,,,
2018-05-11,AA,AA,AA,1930,AA,N177US,1930,14057,PDX,"Portland, OR",11057,CLT,"Charlotte, NC",2210,2208,-2,21,2229,612,8,603,620,17,0,,0,N,293,312,283,1,2282,0,0,17,0,0,,,,
2018-11-05,WN,WN,WN,294,WN,N903WN,294,10397,ATL,"Atlanta, GA",14027,PBI,"West Palm Beach/Palm Beach, FL",2045,2237,112,19,2256,13,4,2235,17,102,0,,0,N,110,100,77,1,545,3,0,0,0,99,,,,
2018-08-05,UA,UA,UA,920,UA,N854UA,920,13198,MCI,"Kansas City, MO",13930,ORD,"Chicago, IL",1820,1812,-8,11,1823,1927,24,2002,1951,-11,0,,0,N,102,99,64,1,403,,,,,,,,,
2018-10-01,AA,AA,AA,1680,AA,N924US,1680,14100,PHL,"Philadelphia, PA",13930,ORD,"Chicago, IL",2125,2123,-2,111,2314,46,11,2250,57,127,0,,0,N,145,274,152,1,678,0,0,127,0,0,,,,
